"plan_name", "company","adult" ,"young_adult_age_25", "young_adult_age_24", "young_adult_age_23", "young_adult_age_22", "young_adult_age_21", "young_adult_age_20", "young_adult_age_19", "young_adult_age_18", "child_one", "child_two", "child_three", "child_four", "newborn","date"
"Company Plan Extra","Vhi","1471.25","1320.84","1153.72","986.59","819.47","681.87","502.25","502.25","502.25","354.75","354.75","354.75","0","0","2015-07-01"
"Company Plan Extra Level 1","Vhi","1533.75","1377.72","1204.34","1030.97","857.59","707.38","507.25","507.25","507.25","504.25","504.25","504.25","0","0","2015-07-01"
"Company Plan Extra Level 3","Vhi","1480.99","1329.71","1161.61","993.51","825.41","685.85","495.22","495.22","495.22","492.6","492.6","492.6","0","0","2015-07-01"
"Company Plan Plus Level 1.1","Vhi","1266.5","1134.52","987.87","841.22","715.66","598.34","441.5","441.5","441.5","417.75","417.75","417.75","0","0","2015-07-01"
"Company Plan Plus Select","Vhi","1134.25","1014.17","880.75","757.86","651.12","544.38","407.75","407.75","407.75","386","386","386","0","0","2015-07-01"
"Company Plan Starter","Vhi","775","705.26","627.75","550.26","472.75","395.26","308.75","308.75","308.75","282","282","282","0","0","2015-07-01"
"Corporate Plan","Vhi","1180.25","1056.03","918.01","783.98","673.57","563.14","410.25","410.25","410.25","385","385","385","0","0","2015-07-01"
"PMI 07 11","Vhi","1396.53","1252.85","1093.19","933.54","779.11","651.39","480.56","480.56","480.56","458.78","458.78","458.78","0","0","2015-07-01"
"PMI 36 13","Vhi","1175","1051.25","913.75","781","671","561","457.29","457.29","457.29","360","360","360","0","0","2015-07-01"
"PMI 37 13","Vhi","1011.19","902.19","784.86","687.96","591.06","494.17","420.14","420.14","420.14","344","344","344","0","0","2015-07-01"
"Company Plan Extra Level 1","Vhi","1650.06","1483.58","1298.58","1113.57","928.57","754.85","547.99","547.99","547.99","544.79","544.79","544.79","0","0","2016-05-01"
"Company Plan Extra","Vhi","1583.37","1422.89","1244.56","1066.22","887.88","727.64","542.65","542.65","542.65","378.55","378.55","378.55","0","0","2016-05-01"
"Company Plan Executive Excess","Vhi","3271.86","2959.42","2612.24","2265.05","1917.86","1570.68","1000.41","1000.41","1000.41","973.91","973.91","973.91","0","0","2016-05-01"
"Company Plan Executive","Vhi","3608.64","3265.88","2885.02","2504.16","2123.29","1742.43","1105.11","1105.11","1105.11","1076.01","1076.01","1076.01","0","0","2016-05-01"
"Company Plan","Vhi","1058.44","945.20","819.36","714.82","614.14","513.46","368.14","368.14","368.14","337.55","337.55","337.55","0","0","2016-05-01"
"PMI 44 16","Vhi","1112.98","994.84","863.53","745.78","640.75","535.72","463.86","463.86","463.86","294.1","294.1","294.1","0","0","2017-03-01"
"PMI 43 16","Vhi","1171.59","1048.18","911.03","779.08","669.37","559.64","448.64","448.64","448.64","336.42","336.42","336.42","0","0","2017-03-01"
"Parents and Kids Excess Plan","Vhi","1506.88","1353.29","1182.61","1011.92","841.23","696.43","540.8","540.8","540.8","157.77","157.77","157.77","0","0","2017-03-01"
"One Plan Starter Day 2 Day","Vhi","673.18","612.62","545.3","477.98","410.66","343.34","336.46","336.46","336.46","284.82","284.82","284.82","0","0","2017-03-01"
"One Plan Starter","Vhi","561.17","510.69","454.58","398.46","342.34","286.22","265.77","265.77","265.77","214.21","214.21","214.21","0","0","2017-03-01"
"One Plan Sport","Vhi","1177.92","1053.94","916.15","782.69","672.45","562.22","588.95","588.95","588.95","588.95","588.95","588.95","0","0","2017-03-01"
"One Plan Extra","Vhi","1530.84","1375.10","1202.01","1028.93","855.86","706.22","517.81","517.81","517.81","329.3","329.3","329.3","0","0","2017-03-01"
"One Plan Complete","Vhi","1681.39","1512.10","1323.96","1135.82","947.68","767.64","559.14","559.14","559.14","329.3","329.3","329.3","0","0","2017-03-01"
"One Plan Access Plus (Plan A Option)","Vhi","987.8","880.93","769.72","674.7","579.67","484.65","352.02","352.02","352.02","275.99","275.99","275.99","0","0","2017-03-01"
"One Plan Access (Plan A)","Vhi","939.34","836.83","738.32","647.18","556.02","464.87","338.94","338.94","338.94","275.99","275.99","275.99","0","0","2017-03-01"
"One Plan 500","Vhi","744.49","677.50","603.06","528.62","454.17","379.72","342.12","342.12","342.12","249.7","249.7","249.7","0","0","2017-03-01"
"One Plan 250","Vhi","889.21","792.98","705.84","618.7","531.57","444.42","342.81","342.81","342.81","250.21","250.21","250.21","0","0","2017-03-01"
"One Plan 150","Vhi","990.57","883.46","771.52","676.27","581.02","485.78","352.24","352.24","352.24","253","253","253","0","0","2017-03-01"
"One Plan","Vhi","1147.64","1026.39","891.63","765.49","657.68","549.86","404.48","404.48","404.48","301.75","301.75","301.75","0","0","2017-03-01"
"One + Plan","Vhi","1177.27","1053.36","915.62","782.32","672.14","561.96","408.41","408.41","408.41","290.62","290.62","290.62","0","0","2017-03-01"
"HealthSteps Silver","Vhi","206","206.00","206","206","206","206","206","206","206","88","88","88","0","0","2017-03-01"
"HealthSteps Gold","Vhi","349.5","349.50","349.5","349.5","349.5","349.5","349.5","349.5","349.5","146.7","146.7","146.7","0","0","2017-03-01"
"Start Plan 250","Vhi","699","636.10","566.19","496.3","426.39","356.5","175","175","175","108","108","108","0","0","2016-03-01"
"Start Plan","Vhi","439","399.50","355.59","311.7","267.8","223.9","156.44","156.44","156.44","96.79","96.79","96.79","0","0","2016-03-01"
"PMI 04 11 ","Vhi","3666","3319.00","2932","2545","2159","1772","1175","1175","1175","904","904","904","0","0","2016-03-01"
"Parents and Kids Excess Plan","Vhi","1352.72","1212.98","1057.71","902.44","757.73","633.51","482.92","482.92","482.92","143.52","143.52","143.52","0","0","2016-03-01"
"One Plan Starter Day 2 Day","Vhi","636.39","579.12","515.48","451.84","388.2","324.56","318.07","318.07","318.07","269.26","269.26","269.26","0","0","2016-03-01"
"One Plan Starter","Vhi","530.5","482.76","429.71","376.66","323.61","270.56","251.25","251.25","251.25","202.5","202.5","202.5","0","0","2016-03-01"
"One Plan Sport","Vhi","1066.65","952.66","825.99","719.46","618.13","516.8","533.32","533.32","533.32","533.32","533.32","533.32","0","0","2016-03-01"
"One Plan Extra","Vhi","1391.08","1247.89","1088.78","929.67","776.46","649.17","467.93","467.93","467.93","302.71","302.71","302.71","0","0","2016-03-01"
"One Plan Complete","Vhi","1529.47","1373.82","1200.88","1027.93","854.98","705.63","505.92","505.92","505.92","302.71","302.71","302.71","0","0","2016-03-01"
"One Plan Access Plus (Plan A Option)","Vhi","896.11","797.98","710.28","622.59","534.9","447.22","324.85","324.85","324.85","254.69","254.69","254.69","0","0","2016-03-01"
"One Plan Access (Plan A)","Vhi","851.39","765.42","681.3","597.19","513.08","428.97","312.77","312.77","312.77","254.69","254.69","254.69","0","0","2016-03-01"
"One Plan 500","Vhi","692.99","630.62","561.33","492.03","422.73","353.43","318.46","318.46","318.46","232.43","232.43","232.43","0","0","2016-03-01"
"One Plan 250","Vhi","815.82","739.52","658.26","576.99","495.73","414.46","319.71","319.71","319.71","233.35","233.35","233.35","0","0","2016-03-01"
"One Plan 150","Vhi","912.49","812.37","720.9","631.9","542.9","453.9","329.14","329.14","329.14","236.41","236.41","236.41","0","0","2016-03-01"
"One Plan","Vhi","1038.82","927.33","803.45","703.66","604.55","505.44","371","371","371","272.15","272.15","272.15","0","0","2016-03-01"
"One + Plan","Vhi","1066.06","952.12","825.51","719.13","617.84","516.56","373.89","373.89","373.89","262.11","262.11","262.11","0","0","2016-03-01"
"HealthSteps Silver","Vhi","198","198.00","198","198","198","198","198","198","198","84","84","84","0","0","2016-03-01"
"HealthSteps Gold","Vhi","336","336.00","336","336","336","336","336","336","336","140","140","140","0","0","2016-03-01"
"Company Plan Extra Level 2","Vhi","1763.67","1586.96","1390.6","1194.22","997.86","801.5","589.7","589.7","589.7","427.35","427.35","427.35","0","0","2016-05-01"
"Company Plan Extra Level 2 Excess","Vhi","1584.58","1423.99","1245.53","1067.08","888.62","728.13","524.3","524.3","524.3","378.77","378.77","378.77","0","0","2016-05-01"
"Company Plan Extra Select","Vhi","1224.46","1096.28","953.83","811.39","695.15","581.2","422.98","422.98","422.98","253.25","253.25","253.25","0","0","2016-05-01"
"Company Plan Plus Level 1","Vhi","1393.24","1249.87","1090.55","931.22","777.52","650.06","488.22","488.22","488.22","344.58","344.58","344.58","0","0","2016-05-01"
"Company Plan Plus Level 1.3","Vhi","1158.83","1036.56","900.68","771.83","663.14","554.42","443.53","443.53","443.53","343.29","343.29","343.29","0","0","2016-05-01"
"Company Plan Plus Select","Vhi","1219.64","1091.89","949.93","807.97","692.8","579.23","440.24","440.24","440.24","413.38","413.38","413.38","0","0","2016-05-01"
"Corporate Plan","Vhi","1268.58","1136.43","989.58","842.71","716.69","599.2","442.9","442.9","442.9","412.05","412.05","412.05","0","0","2016-05-01"
"Family Plan Level 1","Vhi","1092.95","976.61","847.32","734.42","630.98","527.54","390.74","390.74","390.74","359.09","359.09","359.09","0","0","2016-05-01"
"Family Plan Plus Level 1","Vhi","1624.01","1459.87","1277.48","1095.07","912.67","744.22","539.19","539.19","539.19","507.82","507.82","507.82","0","0","2016-05-01"
"First Plan Level 1","Vhi","1040.56","928.94","804.88","704.66","605.42","506.18","370.3","370.3","370.3","341.16","341.16","341.16","0","0","2016-05-01"
"First Plan Plus Level 1","Vhi","1544.18","1387.23","1212.81","1038.39","863.98","711.65","518.74","518.74","518.74","491.57","491.57","491.57","0","0","2016-05-01"
"Forward Plan Level 1","Vhi","3080.5","2785.28","2457.23","2129.18","1801.14","1473.08","929.12","929.12","929.12","894.46","894.46","894.46","0","0","2016-05-01"
"Health Access","Vhi","1562.58","1403.98","1227.72","1051.46","875.2","719.15","537.34","537.34","537.34","522.48","522.48","522.48","0","0","2016-05-01"
"HealthPlus Access (Plan B)","Vhi","1944.57","1751.58","1537.13","1322.67","1108.21","893.76","663.96","663.96","663.96","406.68","406.68","406.68","0","0","2016-05-01"
"HealthPlus Choice (Plan C)","Vhi","2879.61","2602.47","2294.51","1986.55","1678.59","1370.62","752.91","752.91","752.91","717.98","717.98","717.98","0","0","2016-05-01"
"HealthPlus Excess (Plan B Excess)","Vhi","1709.64","1537.81","1346.84","1155.87","964.91","779.16","583.8","583.8","583.8","573.44","573.44","573.44","0","0","2016-05-01"
"HealthPlus Extra (Plan B Options)","Vhi","2384.42","2151.85","1893.41","1634.96","1376.52","1118.08","803.32","803.32","803.32","458.77","458.77","458.77","0","0","2016-05-01"
"HealthPlus Platinum (Plan E)","Vhi","5098.96","4622.07","4092.18","3562.29","3032.39","2502.49","1005.34","1005.34","1005.34","978.55","978.55","978.55","0","0","2016-05-01"
"HealthPlus Premium (Plan D)","Vhi","3530","3194.32","2821.32","2448.32","2075.32","1702.32","846.16","846.16","846.16","823.57","823.57","823.57","0","0","2016-05-01"
"Nurses Plan Select","Vhi","1309.81","1173.95","1022.96","871.99","736.81","616.02","428.87","428.87","428.87","315.75","315.75","315.75","0","0","2016-05-01"
"Nurses Plan","Vhi","1607.58","1444.92","1264.16","1083.41","902.64","737.51","552.26","552.26","552.26","378.52","378.52","378.52","0","0","2016-05-01"
"One + Plan","Vhi","1124.3","1005.14","872.7","752.22","646.28","540.34","391.09","391.09","391.09","274.17","274.17","274.17","0","0","2016-05-01"
"One Plan","Vhi","1095.81","979.21","849.63","736.04","632.38","528.7","388.06","388.06","388.06","284.67","284.67","284.67","0","0","2016-05-01"
"One Plan 150","Vhi","948.09","844.79","743.98","652.14","560.29","468.44","339.67","339.67","339.67","243.98","243.98","243.98","0","0","2016-05-01"
"One Plan 250","Vhi","848.33","763.20","679.34","595.47","511.61","427.74","329.94","329.94","329.94","240.82","240.82","240.82","0","0","2016-05-01"
"One Plan 500","Vhi","715.17","650.82","579.3","507.79","436.27","364.76","328.65","328.65","328.65","239.87","239.87","239.87","0","0","2016-05-01"
"One Plan Access (Plan A)","Vhi","900.81","801.76","713.34","625.28","537.21","449.14","327.47","327.47","327.47","266.66","266.66","266.66","0","0","2016-05-01"
"One Plan Access Plus (Plan A Option)","Vhi","947.63","844.37","743.68","651.87","560.06","468.25","340.11","340.11","340.11","266.66","266.66","266.66","0","0","2016-05-01"
"One Plan Complete","Vhi","1609.03","1446.24","1265.34","1084.43","903.53","738.1","533.79","533.79","533.79","316.64","316.64","316.64","0","0","2016-05-01"
"One Plan Extra","Vhi","1464.27","1314.51","1148.08","981.65","815.24","679.05","494.05","494.05","494.05","316.64","316.64","316.64","0","0","2016-05-01"
"One Plan Family","Vhi","1135.4","1015.23","881.7","758.53","651.69","544.86","401.04","401.04","401.04","290.14","290.14","290.14","0","0","2016-05-01"
"One Plan Sport","Vhi","1124.92","1005.70","873.21","752.58","646.58","540.59","562.45","562.45","562.45","562.45","562.45","562.45","0","0","2016-05-01"
"One Plan Starter","Vhi","547.48","498.22","443.48","388.74","333.98","279.23","259.29","259.29","259.29","208.98","208.98","208.98","0","0","2016-05-01"
"One Plan Starter Day 2 Day","Vhi","656.76","597.66","531.99","466.31","400.64","334.96","328.25","328.25","328.25","277.87","277.87","277.87","0","0","2016-05-01"
"Parents and Kids Excess Plan","Vhi","1441.23","1293.54","1129.42","965.3","801.17","669.64","516.15","516.15","516.15","303.4","303.4","303.4","0","0","2016-05-01"
"Parents and Kids Options Plan","Vhi","1872.66","1686.14","1478.88","1271.62","1064.35","857.08","632.59","632.59","632.59","331.26","331.26","331.26","0","0","2016-05-01"
"Parents and Kids Plan","Vhi","1655.84","1488.84","1303.25","1117.67","932.09","757.2","569.08","569.08","569.08","320.86","320.86","320.86","0","0","2016-05-01"
"PMI 08 11","Vhi","1132.4","1012.51","879.26","756.82","650.22","543.64","390.38","390.38","390.38","281.99","281.99","281.99","0","0","2016-05-01"
"PMI 26 12","Vhi","1219.11","1091.41","949.51","807.6","692.54","579.02","393.69","393.69","393.69","393.69","393.69","393.69","0","0","2016-05-01"
"PMI 31 12","Vhi","1307.5","1171.86","1021.11","870.36","735.69","615.09","435.31","435.31","435.31","387.19","387.19","387.19","0","0","2016-05-01"
"PMI 37 13","Vhi","1114.89","996.57","865.08","746.87","641.68","536.5","464.68","464.68","464.68","373.46","373.46","373.46","0","0","2016-05-01"
"Start Plan","Vhi","449","408.59","363.7","318.79","273.9","228.99","160","160","160","99","99","99","0","0","2016-05-01"
"Start Plan 250","Vhi","728.36","662.83","589.99","517.16","444.32","371.49","182.35","182.35","182.35","112.54","112.54","112.54","0","0","2016-05-01"
"Teachers Plan Select","Vhi","1309.81","1173.95","1022.96","871.99","736.81","616.02","428.87","428.87","428.87","315.75","315.75","315.75","0","0","2016-05-01"
"Teachers Plan","Vhi","1607.58","1444.92","1264.16","1083.41","902.64","737.51","552.26","552.26","552.26","378.52","378.52","378.52","0","0","2016-05-01"
"Company Plan","Vhi","1122.03","1003.08","870.89","750.94","645.18","539.42","386.74","386.74","386.74","354.61","354.61","354.61","0","0","2017-05-01"
"Company Plan Executive","Vhi","3801.07","3441.02","3040.92","2640.81","2240.7","1840.6","1166","1166","1166","1135.43","1135.43","1135.43","0","0","2017-05-01"
"Company Plan Executive Excess","Vhi","3465.25","3135.42","2768.9","2402.38","2035.85","1669.32","1061.7","1061.7","1061.7","1033.73","1033.73","1033.73","0","0","2017-05-01"
"Company Plan Extra","Vhi","1715.45","1543.10","1351.56","1160.02","968.47","781.55","590.24","590.24","590.24","386.12","386.12","386.12","0","0","2017-05-01"
"Company Plan Extra Level 1","Vhi","1734.17","1560.14","1366.72","1173.31","979.89","789.17","577.45","577.45","577.45","437.84","437.84","437.84","0","0","2017-05-01"
"Company Plan Extra Level 2","Vhi","1863.62","1677.93","1471.58","1265.2","1058.85","852.49","624.81","624.81","624.81","466.51","466.51","466.51","0","0","2017-05-01"
"Company Plan Extra Level 2 Excess","Vhi","1702.65","1531.46","1341.19","1150.94","960.67","776.32","565.61","565.61","565.61","414.53","414.53","414.53","0","0","2017-05-01"
"Company Plan Extra Select","Vhi","1296.96","1162.28","1012.58","862.89","730.54","610.8","449.6","449.6","449.6","272.05","272.05","272.05","0","0","2017-05-01"
"Company Plan Plus Level 1","Vhi","1462.15","1312.60","1146.39","980.16","813.96","678.18","513.67","513.67","513.67","368.38","368.38","368.38","0","0","2017-05-01"
"Company Plan Plus Level 1.3","Vhi","1219.2","1091.52","949.6","807.66","692.61","579.07","467.68","467.68","467.68","341.47","341.47","341.47","0","0","2017-05-01"
"Company Plan Plus Select","Vhi","1291.37","1157.19","1008.05","858.92","727.82","608.51","467.54","467.54","467.54","439.32","439.32","439.32","0","0","2017-05-01"
"Company Plan Starter","Vhi","824.9","746.14","664.15","582.16","500.17","418.18","326.64","326.64","326.64","293.94","293.94","293.94","0","0","2017-05-01"
"Corporate Plan","Vhi","1342.78","1203.98","1049.71","895.41","752.92","629.5","470.33","470.33","470.33","419.73","419.73","419.73","0","0","2017-05-01"
"Family Plan Level 1","Vhi","1167.53","1044.49","907.75","776.8","667.38","557.99","416.61","416.61","416.61","379.8","379.8","379.8","0","0","2017-05-01"
"Family Plan Plus Level 1","Vhi","1753.88","1578.07","1382.7","1187.3","991.92","797.22","584.7","584.7","584.7","551.09","551.09","551.09","0","0","2017-05-01"
"First Plan Level 1","Vhi","1112.11","994.08","862.87","745.31","640.35","535.39","391.65","391.65","391.65","360.84","360.84","360.84","0","0","2017-05-01"
"First Plan Plus Level 1","Vhi","1668.37","1500.26","1313.42","1126.59","939.76","762.33","562.79","562.79","562.79","533.69","533.69","533.69","0","0","2017-05-01"
